x,y,z,utc,rm,dbm,tx_gain,cable_loss
0.01830101776123047,0.494677978515625,1.268939208984375,12:49:30,"[0.1016802191734314, -0.9938536286354065, -0.04377376288175583, 0.9940117001533508, 0.1032697856426239, -0.03572282940149307, 0.040023770183324814, -0.03987932577729225, 0.9984025955200195]",-40.31034018216454,100,3.72
0.16213693237304688,0.5041412963867188,1.111458251953125,12:49:34,"[-0.0014842775417491794, -0.06505686789751053, 0.9978804588317871, 0.05741368606686592, -0.99624103307724, -0.06486459076404572, 0.9983493685722351, 0.057195715606212616, 0.005213852971792221]",-28.397127179174262,100,3.72
0.18598434448242188,0.5401826782226562,1.1163619384765624,12:49:35,"[0.017914464697241783, -0.03516155853867531, 0.9992210865020752, 0.05873371288180351, -0.9976186156272888, -0.03615817427635193, 0.9981129169464111, 0.05933571606874466, -0.015806635841727257]",-29.432084950706468,100,3.72
0.18068582153320312,0.5321009521484374,1.114819091796875,12:49:36,"[0.01645304076373577, -0.04200960695743561, 0.9989817142486572, 0.05837324634194374, -0.9973725080490112, -0.04290333017706871, 0.9981592297554016, 0.05901969596743584, -0.013957574032247066]",-32.73611109837209,100,3.72
0.18196397399902345,0.5314237670898437,1.1134083251953124,12:49:37,"[0.022993089631199837, -0.043488167226314545, 0.9987893104553223, 0.06281135976314545, -0.9970168471336365, -0.0448569729924202, 0.997760534286499, 0.063766710460186, -0.0201929472386837]",-31.844580804957374,100,3.72
0.18471856689453126,0.5324804077148437,1.112513671875,12:49:38,"[0.030279867351055145, -0.042266011238098145, 0.9986474514007568, 0.06052042171359062, -0.9971949458122253, -0.04403957352042198, 0.9977076053619385, 0.06177207827568054, -0.027636975049972534]",-31.665119012131967,100,3.72
0.17880313110351562,0.5241095581054688,1.11184521484375,12:49:39,"[0.022487817332148552, -0.04982742294669151, 0.998504638671875, 0.0589173287153244, -0.9969553351402283, -0.05107701197266579, 0.9980095624923706, 0.05997783690690994, -0.019483650103211403]",-31.665119012131967,100,3.72
0.17418222045898438,0.5210634765625,1.1123634033203125,12:49:40,"[0.01377547811716795, -0.05211285129189491, 0.9985461831092834, 0.06895752996206284, -0.9962137937545776, -0.0529424324631691, 0.9975244998931885, 0.06958658993244171, -0.010129747912287712]",-32.146982284069736,100,3.72
0.17195335388183594,0.5187988891601563,1.111364501953125,12:49:42,"[0.017391538247466087, -0.05421726778149605, 0.9983776807785034, 0.06146126985549927, -0.9965824484825134, -0.05519041791558266, 0.9979579448699951, 0.06232140585780144, -0.013999839313328266]",-31.30133804205181,100,3.72
0.17227317810058593,0.518685546875,1.1112027587890625,12:49:43,"[0.018023857846856117, -0.052833039313554764, 0.998440682888031, 0.06074454262852669, -0.9967003464698792, -0.05383751168847084, 0.997990608215332, 0.061620183289051056, -0.014755066484212875]",-31.434087574485552,100,3.72
0.046695777893066406,0.36885272216796877,1.11237109375,12:49:47,"[0.9946856498718262, 0.10226190835237503, -0.011957570910453796, 0.012224678881466389, -0.0019856689032167196, 0.9999232888221741, 0.10223031789064407, -0.9947555065155029, -0.003225235268473625]",-30.94579552188405,100,3.72
0.031174634933471678,0.3440307312011719,1.103708251953125,12:49:48,"[0.9941940307617188, 0.10735593736171722, 0.007275383919477463, -0.005229432135820389, -0.019326884299516678, 0.9997995495796204, 0.10747502744197845, -0.9940328001976013, -0.0186532624065876]",-30.6904084346599,100,3.72
0.02895471954345703,0.3397781982421875,1.102689208984375,12:49:49,"[0.993408203125, 0.11350619047880173, 0.016013411805033684, -0.013899704441428185, -0.019389024004340172, 0.9997153878211975, 0.11378436535596848, -0.9933480620384216, -0.017683515325188637]",-31.208732672932634,100,3.72
0.031161291122436523,0.34029067993164064,1.102279296875,12:49:50,"[0.9935746192932129, 0.1120111420750618, 0.016217537224292755, -0.013991850428283215, -0.02062787115573883, 0.9996893405914307, 0.11231087893247604, -0.993492841720581, -0.018928086385130882]",-30.493872862100176,100,3.72
0.03462322998046875,0.341902587890625,1.102501953125,12:49:51,"[0.993825376033783, 0.11069204658269882, 0.007642643991857767, -0.005124361719936132, -0.023016994819045067, 0.9997219443321228, 0.1108371764421463, -0.9935882091522217, -0.02230764739215374]",-31.079064724170863,100,3.72
