tile,ch,gain_dB
G05,0,0.0
B08,0,0.0
E09,0,0.0
D06,0,0.0
A07,0,74.62951496336646
G10,0,0.0
B05,0,0.0
D09,0,0.0
F06,1,0.0
C06,1,0.0
C10,1,0.0
E06,0,55.12658447622389
A10,0,0.0
G07,0,0.0
F09,1,0.0
A05,0,0.0
C08,1,0.0
B10,0,0.0
D05,0,0.0
D08,0,68.10979465880507
G09,0,0.0
F05,1,0.0
F10,1,0.0
E08,0,0.0
A08,0,0.0
E05,0,0.0
F08,1,0.0
G08,0,73.80579592938756
B09,0,0.0
E07,0,64.73601081202125
B06,0,0.0
C05,1,0.0
E10,0,0.0
B07,0,0.0
D10,0,0.0
G06,0,71.88151321727
D07,0,71.33540994688485
C07,1,0.0
A09,1,69.56775648004363
C09,1,0.0
A06,0,68.86329520469533
F07,1,0.0
A09,0,0.0
B08,1,0.0
C06,0,0.0
G10,1,0.0
