tile,ch,gain_dB
B10,0,0.0
F05,1,0.0
D08,0,67.18552547570317
A06,0,0.0
G09,0,0.0
C07,1,63.601729225164085
F08,1,56.220390872225394
E09,0,0.0
G06,0,71.8775283564336
A09,0,0.0
E06,0,0.0
B06,0,0.0
C10,1,0.0
C05,1,0.0
D10,0,0.0
D06,0,0.0
F09,1,0.0
G07,0,0.0
B07,1,0.0
E08,0,0.0
E10,0,0.0
A10,0,0.0
F06,1,0.0
B08,1,0.0
B09,0,0.0
C08,1,0.0
A08,0,0.0
A05,0,0.0
B05,0,0.0
F10,1,0.0
G10,0,0.0
D09,0,0.0
A07,1,75.08260317921057
F07,1,61.1727307330451
G05,0,0.0
E05,0,0.0
E07,0,0.0
D05,0,0.0
C06,1,0.0
G08,0,73.76970583366312
C08,0,58.627613171142706
D07,0,72.2897116014519
C09,1,0.0
B07,0,0.0
B08,0,0.0
B06,1,0.0
A08,1,70.02419769193503
A07,0,0.0
F06,0,0.0
